Isolepis nodosa
Nastanthus scapiger
Barneoudia cyanoleuca
Gethyum  cuspidatum
Arenaria serpens var. caespitosa
Senecio hakeifolius var. hakeifolius
Metastachys verticillata
Xerodraba pectinata
Fagara mayu
Porophyllum latifolium
Calceolaria paposana
Asarca heteroglossa
Hesperis imbricatifolia
Baccharis tola subsp. tola
Aspidium capense
Carex darwinii var. aristata
Poa eligulata
Malesherbia humilis
Cytisus striatus
Blitum antarcticum
Mutisia involucrata
Lycium scoparium var. confertifolium
Verbena pseudojuncea
Acaena oligoglochin
Linum chamissonis var. ramosissimum
Leontodon arenarius
Porophyllum ruderale var. macrolepidium
Lycium chilense var. rachidocladum
Critesion brachyatherum
Acaena longistipula
Sisyrinchium palenae
Amsinckia angustifolia var. pseudolycopsioides
Puya copiapina
Lycium sessiliflorum
Chrysanthemum segetum
Alstroemeria crocea
Eriosyce aspillagae
Madariopsis chilensis
Centaurea bridgesii
Valeriana nivalis
Acaena trifida var. mollisima
Zameioscirpus atacamensis
Haplopappus hirtellus var. limarensis
Amaryllis uniflora
Closia cotula var. elata
Adesmia papposa var. radicifolia
Sticherus cryptocarpus var. looserianus
Vulpia muralis
Diplolepis geminiflora
Pyrrhocactus occultus var. spinosior
Eritrichium uliginosum
Malesherbia tocopillana
Dioscorea heterophylla var. longifolia
Digitaria ciliaris
Nastanthus bellidifolius
Senecio linearilobus var. beta
Trichocereus coquimbanus var. nigripilis
Senecio iberidifolius
Leucocera sessiliflora
Solanum masafueranum
Lobelia lucaeana
Triglochin litoreum
Cryptantha capituliflora var. compacta
Oxalis chaetocalyx
Isoetes savatieri
Perezia calophylla
Phaca oligantha
Marylaunidium dichotomum
Daucus australis
Chorizanthe gajardoi
Eugenia humifusa
Gossypium barbadense
Schoenoplectus californicus var. tereticulmis
Baccharis alpina fma. macrocephala
Trechonaetes machucana
Bromus unioloides fma. elatus
Stipa montana
Calceolaria pallida
Milla sessiliflora
Haplodiscus vernicosus
Calandrinia litoralis
Pseudognaphalium robustum
Cristaria dissecta var. glandulosa
Chaetanthera acerosa
Polypodium synammia
Verbena multiglandulosa
Tylloma minutum
Nassauvia ramosissima
Linum babingtonii
Trifolium hybridum
Aniseia costata
Verbena asparagoides
Chloraea fimbriata
Werneria weddellii
Schizanthus tenuis
Chenopodium macrospermum fma. nanum
Adesmia eremophila
Merope schultzii
Juncus balticus var. pictus
Leuceria longifolia
Vachellia horrida
Hymenophyllum dichotomum var. krauseanum
Hymenophyllum dentatum
Malvastrum clandestinum
Dysphania ambrosioides
Microchloa indica
Schinus velutinus
Euphorbia ovalifolia var. schizosepala
Mutisia taraxacifolia
Astephanus geminiflorus
Nothofagus procera
Linanthus pusillus
Megastachya uninervia
Leucocoryne talinensis
Viviania rosea var. laxa
Stipa philippii
Ophrys unilateralis
Commelina erecta
Pyrrhocactus garaventai
Eleocharis macrostachya
Oxalis ibari
Ipheion bivalve
Leptocionium seselifolium
Symphyostemon narcissoides
Eugenia planipes var. genuina
Libocedrus cupressoides
Stipa tenuis
Senecio auriculatus
Conyza punctata
Aphanes berteroana fma. vegeta
Senecio neuquensis
Polygonum mite
Gaultheria linifolia
Thelypteris interrupta
Gonoptera chilensis
Vittaria elongata
Porophyllum ruderale fma. suffruticosum
Orobanche ramosa
Senecio lastarrianus
Schizaea australis
Aldea circinata
Lindernia dubia var. anagallidea
Oziroë chloroleuca
Eriosyce subgibbosa subsp. subgibbosa var. subgibbosa
Azorella burkartii
Callitriche lechleri var. lechleri
Draba depilis
Gonolobus voquicillo
Notopappus chryseus var. discoides
Cinnagrostis viridiflavescens var. montevidensis
Senecio skottsbergii
Lepigonum floribundum
Ranunculus oligocarpus
Polypodium squamatum
Salicornia copiapina
Fagelia darwinii
Cyperus megapotamicus var. jaeggii
Acaena pinnatifida subsp. longifolia
Eriosyce senilis subsp. coimasensis
Adenopetalum palmatum
Sorema longifolia
Sphaeralcea rupestris
Phaca diminutiva
Myriopteris aurea
Milla nivalis
Ethulia bidentis
Amsinckia hispida
Tephrocactus ovatus
Gnaphalium fernandezianum
Deyeuxia vulcanica
Acaena splendens var. macrophylla
Hypochaeris tenuifolia
Calceolaria lanigera
Gnaphalium alienum
Buddleja connata
Susarium andinum
Saccharum oficinarum
Deschampsia antarctica
Cyperus reflexus
Acaena fuegina
Lotodes glandulosum
Iocenes acanthifolius subsp. virens
Verbena glabrata
Festuca antucensis
Dicksonia lambertieana
Astragalus inflatus
Patagonium radicans
Patagonium arvense
Sisyrinchium scirpiforme
Agropyron cristatum
Verbena spathulata var. pseudojuncea
Senecio leucomallus var. leucomallus
Santalum fernandezianum
Chenopodium nesodendron
Plantago brasiliensis var. gayana
Chabraea salinasi var. bipinnatifida
Phalaris berteroniana
Haplopappus foliosus
Solanum pimpinellifolium
Verbena origenes
Neochilenia confinis
Senecio phagnaloides
Puya coerulea var. coerulea
Poa secunda
Loasa insons
Avena phleoides
Chloraea barbata
Oenothera minutiflora
Ribes stolpi
Senecio poeppigii var. condensatus
Luma cumingii
Bignonia fulva
Xerodraba patagonica
Echinochloa crus-pavonis
Haplopappus arbutoides
Cynanchum myrtifolium
Hexaptera purpurea
Juncus microcephalus var. typicus
Calendula magellanica
Berberis corymbosa var. paniculata
Euphrasia antarctica
Chloraea prodigiosa
Leucheria lithospermifolia
Vicia apiculata
Dysphania atriplicifolia
Werneria denticulata
Pellaea hirsuta
Calandrinia glomerata
Chloraea gavilu
Tetragonia tetragonoides
Stachys rupestris
Blechnum uliginosum
Chloraea heteroglossa
Sisymbrium officinale
Tristagma australe
Neoporteria taltalensis
Patagonium longipes
Leucheria thermarum
Menonvillea parviflora var. aptera
Senecio hualtata var. variabilis
Plantago truncata
Schkuhria pinnata
Ranunculus tridentatus
Eugenia leptospermoides var. latifolia
Neoporteria clavata var. parviflora
Calceolaria integrifolia var. angustifolia
Polylepis tarapacana var. sajamensis
Calceolaria connata
Hookera bivalvis
Adesmia rigida
Eritrichium haplostachyum
Eleusine indica
Patagonium dendrodes
Euphrasia villaricensis
Cryptantha hispida
Tylloma involucratum
Euphorbia ophthalmica
Ribes punctatum
Conyza armeriifolia
Tristagma fragrans
Lobelia mucronata fma. ovalifolia
Draba incana var. magellanica
Patagonium parviflorum var. micranthum
Cyperus xanthostachyus
Stipa caudata
Colletia crenata
Scirpus americanus
Commelina diffusa
Myriophyllum elatinoides var. ternatum
Juncus acutus
Festuca acuta
Lycium chilense subsp. gracile
Neoporteria curvispina var. garaventae
Chiliophyllum fuegianum
Dichondra repens var. holosericea
Hordeum muticum
Hydrocotyle uliginosa
Paspalum pachyrrhizum
Conyza artemisioides
Amaryllis maculata
Tiquilia grandiflora
Petunia minima
Senna candolleana
Melinis minutiflora
Coldenia grandiflora
Lepidophyllum cupressiforme
Vicia patagonica
Salicornia magellanica
Sida anthemidifolia
Juncus gayanus
Leuceria pauciflora
Alopecurus aequalis
Junellia pappigera
Acaena trifida var. argentella
Plagiobothrys myosotoides
Asarca disodes
Eugenia thalassaia
Carex nebularum
Phacelia frigida
Cynoctonum patagonicum
Perezia laciniata var. comosa
Domeykoa oppositifolia
Gilia laciniata
Chaetanthera argentea
Eriosyce tenebrica
Baccharis pingraea fma. latifolia
Dortmanna besseriana
Ligustrum ovalifolium
Cryptantha microphylla
Aspidium bridgesii
Davallia glauca
Erigeron andinus
Menonvillea arachnoidea
Trychionolepis hoppii
Bouteloua simplex var. rahmeri
Adiantum sulphureum var. sulphureum
Lophosoria quadripinnata
Sisymbrium berningeri
Salpichroa origanifolia
Chorizanthe pauciflora
Acacia  melanoxylon
Hieracium orthotrichum
Retanilla affinis
Sisyrinchium bracteosum
Sisymbrium amplexicaule var. corymbosum
Carex distenta
Lomaridium schottii
Chabraea integrifolia
Chondrochilus crenatus
Vincetoxicum patagonicum
Plantago fernandezia
Viola dumetorum var. dumetorum
Phyla canescens
Baccharis santelicis
Rumex longifolius
Polemoniella antarctica fma. gayana
Pyrrocoma saxatilis
Potamogeton burkartii
Ribes micranthum
Ranunculus cymbalaria fma. exilis
Epilobium australe var. andinum
Convolvulus chilensis
Senecio phyllomorphus
Patagonium corymbosum
Taraxacum magellanicum var. lobatum
Deyeuxia vivipara
Pitcairnia sphaerocephala
Atacamallium minutiflorum
Bowlesia tripartita var. reichei
Calceolaria corymbosa subsp. tetraphylla
Calandrinia sericea var. aequipes
Cuscuta andina
Olsynium junceum subsp. depauperatum
Alibrexia brevifolia
Sigesbeckia jorullensis
Calandrinia speciosa
Digitalis purpurea
Ribes densiflorum
Verbena digitata var. integerrima
Ambrina pumilio
Chuquiraga rotundifolia
Adesmia viscosa
Haplopappus brachylepis
Plantago bicallosa var. angustifolia
Strombocarpa tamarugo
Phycella glauca
Solanum grandidentatum
Grindelia prunelloides var. discoides
Deyeuxia poaeoides
Clarkia tenella subsp. araucana
Medicago polymorpha var. vulgaris
Asteriscium closii
Tropaeolum brachyceras var. genuinum
Vicia leyboldii
Senecio linariifolius var. subdiscoideus
Polypogon purpurascens
Boopis squarrosa
Cortaderia speciosa
Puya suberosa
Myostemma montana
Salpiglossis cactorum
Notholaena mollis
Carex paleata
Malesherbia solanoides var. ovata
Salicornia andina
Cryptantha calycotricha
Paspalum dasypleurum
Boopis gracilis var. decumbens
Senecio sotoanus
Menonvillea filifolia subsp. marticorenae
Torilis nodosa
Jaborosa volkmannii
Plantago sempervivoides
Eremocharis fruticosa
Axonopus compressus
Lorenzochloa rigidiseta
Cissus stricta
Calceolaria uspallatensis
Acetosella cumingii
Poa latifolia
Cynanchum viride
Aira aciphylla
Helenium plantagineum
Sagina apetala var. pachyrrhiza
Oxypetalum confertiflorum
Anethum graveolens
Werneria pygmophylla
Plagiobothrys procumbens
Eleocharis melanocarpa
Muehlenbeckia rotundata
Epilobium caesium
Adesmia lotoides
Paspalum notatum var. saurae
Conyza sumatrensis var. floribunda
Barnadesia flavescens
Equisetum flagelliforme
Notholaena doradilla
Oriastrum dioicum
Acaena quinquefida
Calamagrostis heterophylla
Chabraea berteroniana
Homoianthus multiflorus
Pseudognaphalium aldunateoides
Bargemontia crassulifolia
Viola marcelorosasii
Astragalus araucanus
Gnaphalium moelleri
Helenium gracile
Eugenia stenophylla var. latifolia
Stenodraba andina
Sisymbrium brachycarpum
Phlox gracilis
Tunilla soehrensii
Echites chilensis
Vicia parviflora
Agrostis araucana
Gruvelia pusilla
Asarca semibarbata
Chaetanthera serrata var. argentea
Centaurea  bulbosa
Collomia stenosiphon
Myrtus candollei
Sorema linearis
Calceolaria bangii
Mulinum spinosum var. quinquepartitum
Chascolytrum rhomboideum
Rapuntium polyphyllum
Allium striatellum
Senecio paucidentatus var. paucidentatus
Adiantum aethiopicum var. hirsutum
Catabrosa magellanica
Guariruma subspinosum
Encelia canescens var. lanuginosa
Polypodium intermedium subsp. masafueranum
Schizanthus latifolius
Asarca sinuata
Leucanthemum vulgare
Haplopappus armerioides
Calycera  leucanthema
Oxalis micrantha
Myriophyllum quitense
Ophryosporus triangularis
Escallonia pterocladon
Haageocereus fascicularis
Senecio subdiscoideus
Teucrium nudicaule
Juncus dichotomus
Pentapogon crinitus
Olsynium biflorum
Stachys petiolosa
Pteris interrupta
Lonchestigma caulescens
Stellaria xanthospora
Melandrium terminale
Macrorhynchus elatus
Alstroemeria exserens
Cactus berteri
Alonsoa honoraria
Neoporteria carrizalensis var. totoralensis
Stuckenia striata
Mitraria coccinea
Cuscuta bicolor
Polypodium billardieri var. magellanicum fma. nanum
Oxalis bulbocastanum
Rubia relbun
Cardamine chilensis var. angustifolia
Adiantum poiretii fma. hirsutum
Vincetoxicum mucronatum
Vachellia aroma
Verbena minutifolia
Carex patagonica
Gavilea araucana var. incisa
Munroa decumbens
Nototriche megalorrhiza
Vicia inconspicua
Amaryllis andersonii
Adesmia calopogon
Asteriscium isatidicarpum
Symea gillesioides
Chaetanthera pusilla
Mertensia squamulosa
Mimulus cupreus
Erodium geoides
Ranunculus minutiflorus var. miser
Ancistrum magellanicum
Astragalus orthocarpus
Geum lechlerianum
Nototriche orbignyana
Pyrrhocactus engleri
Solidago argentinensis
Chorizanthe humilis
Ephedra andina
Echinocactus sandillon
Astragalus looseri
Chuquiraga spinosa subsp. australis
Lycium chilense var. vergarae
Astragalus pallens
Plantago marginata
Carex trichodes
Argylia geranioides
Anemone hepaticifolia
Ribes polyanthes
Calandrinia canescens
Cephalophora vallenariense
Adesmia germainii
Phytolacca australis
Moschopsis rosulata
Festuca acanthophylla var. scabriuscula
Allosorus crispus var. chilensis
Lupinus microcarpus
Hordeum comosum
Senecio eriophyton
Anthochloa lepidula
Eugenia ferruginea
Berberis costulata
Zephyranthes monantha
Pernettya melanocarpa
Loasa punicea
Patagonium inconspicum
Spergularia polyphylla
Argemone hunnemannii
Mutisia alba
Tillaea connata
Lasiorhiza salina
Collomia cavanillesii fma. stenosiphon
Patagonium mucronatum var. apricum
Convolvulus arvensis
Aphanes alata
Conyza yungasensis
Cassia eremobia
Echinocactus auratus
Plantago julieti
Lycium chilense fma. minutifolium
Schoenoplectus californicus var. californicus
Tanacetum parthenium
Astragalus procumbens
Cereus patagonicus
Eudema friesii
Aliscioni y
Viola maculata fma. valdiviana
Chaetanthera renifolia
Schizanthus gilliesii
Plantago pachyneura
Hymenophyllum peltatum var. patagonicum
Salpiglossis sinuata
Koeleria trachyantha
Chabraea elongata
Equisetum rinihuense
Plagiobothrys tinctorius
Heliotropium rosmarinifolium
Chaetotropis exasperata
Viola nubigena
Grammitis billardieri var. magellanica fma. nana
Cereus iquiquensis
Heliotropium angiospermum
Silvaea celosioides
Calceolaria lanceolata var. pusilla
Copiapoa streptocaulon
Salix alba
Plagiobothrys myosotoides var. patagonicus
Tragacantha cruckshanksii var. glabrescens
Jacquinotia prostrata
Bowlesia reichei
Potamogeton pectinatus var. diffusus
Astragalus berterianus
Elymus palenae
Malesherbia rugosa var. pseudopulverulenta
Agalinis meyeniana
Danthonia violacea
Chiropetalum ovatum
Plantago dolichophylla
Boopis balsamitaefolia
Haplopappus kingii
Nassauvia pumila var. intermedia
Armeria andina
Pernettya mucronata var. microphylla
Tropaeolum violaceum
Austroamericana Boelcke
Argylia incana
Sisyrinchium maculatum
Lupinus angustifolius
Chenopodium hircinum
Hexaptera cuneata var. edentata
Senecio serratifolius
Cypella cyrtoophylla
Notholaena arequipensis
Aster longipes
Adesmia suffocata
Patagonium graveolens
Pimpinella araucana
Grabowskia disticha
Caiophora sepiaria
Ericala sedifolia
Tecophilaea violiflora fma. polyantha
Clarionia virens
Copiapoa humilis var. varispinata
Gnaphalium frigidum
Tithymalus philippianus
Eritrichium tenuifolium var. pulchellum
Solanum pinnatum var. tomentosum
Dioscorea microphylla
Lepidium pubescens
Ribes palenae
Triptilion maritimum
Polypogon cachinalensis
Poa ligularis
Plantago nebularis
Maihueniopsis grandiflora
Persea meyeniana
Corrigiola squamosa var. latifolia
Gaultheria mucronata var. microphylla
Escallonia rupestris
Cistanthe grandiflora
Acetosella gayana
Bargemontia leptophylla
Solanum crispum var. ligustrinum
Valeriana simplex
Iris germanica
Juncus rudis
Mimulus kingii
Nassella asplundii
Phyla nodiflora var. minor
Clarionea parvifolia
Linum usitatissimum
Jungia revoluta var. dentata
Opuntia patagonica
Diposis bulbocastanum
Senecio limbardioides
Polygala pratensis
Carex barrosii
Echinocactus marginatus
Lomaria microphylla
Homalocarpus dissectus
Acaena masafuerana
Pappostipa ibarii
Conyza tenera
Valeriana magellanica
Flourensia corymbosa
Asteranthera ovata
Rytidosperma paschale
Pseudognaphalium munoziae
Fuchsia coccinea var. robustior
Oenothera auricula var. tenella
Ophioglossum vulgatum
Coleogeton pectinatus
Werneria aretioides
Echinocactus humilis
Baccharis ovata
Austrocactus hibernus
Menonvillea hirsuta
Senecio portulacoides
Daucus montanus
Stuckenia pectinata
Schizanthus gayanus
Clarionea reflexa
Deyeuxia nardifolia
Ephedra bracteata
Ornithogalum chilense
Junellia hystrix
Trisetum longiglume
Tillaea ovallei
Dioscorea heterophylla
Pozoa volcanica
Nassauvia magellanica
Plantago australis subsp. angustifolia
Carex pseudocyperus subsp. haenkeana
Solenomelus segethii
Cardamine bonariensis
Haplopappus moyanoi
Ranunculus sericocephalus
Plectocephalus gayanus
Bowlesia integerrima
Heliotropium paronychioides
Sisyrinchium azureum
Trevoa trinervis
Brodiaea porrifolia
Ribes ruizii
Adesmia burkartii
Baccharis pycnantha
Nardophyllum kingii
Deschampsia venustula
Eriosyce subgibbosa subsp. clavata
Echinopsis chiloensis subsp. litoralis
Argylia feuillie
Erigeron pratensis
Pernettya ovalifolia
Trisetum dianthemum
Menonvillea scapigera
Sicyos baderoa
Azara hirtella
Baccharis rosmarinifolia
Lycium carolinianum var. sandwicense
Plazia cheiranthifolia
Clarionea carthamoides var. crispa
Urachne meyeniana
Montiopsis uspallatensis
Eugenia gudilla
Copiapoa coquimbana
Berberis trigona
Myrmecostylum tortuosum
Cyperus tweediei
Calceolaria cana var. pannosa
Trismeria trifoliata
Stipa curicoana
Blechnum corralense
Arequipa hempeliana
Rhodostachys grandiflora
Juncus tenuis
Rorippa palustris
Blechnum magellanicum var. bipinnatifidum
Copiapoa desertorum var. rupestris
Rhynchosia minima
Verbena sulphurea var. intermedia
Oenothera coquimbensis var. grandidentata
Convolvulus laciniatus
Chabraea runcinata
Cardamine solisii
Ixia magellanica
Nolana glandulosa
Patagonium obscurum var. graveolens
Diplachne verticillata
Panicularia berteri
Ourisia microphylla
Cardamine hilariana
Agrostis arvensis
Melica mollis
Agrostis violacea
Stachys toronjicillo
Puya coerulea var. violacea
Mimulus depressus var. pissisi
Viviania spinescens
Puya glabrata
Lappula redowskii
Arjona ruscifolia
Phacelia secunda subsp. plantaginea
Viola escarapela
Homoeanthus pectinatus
Geranium berteroanum
Acetosella polyantha
Pappostipa speciosa
Lardizabala biternata
Valeriana columbaria
Calandrinia lancifolia
Loasa sigmoidea
Benthamiella intermedia
Olsynium argentinense
Eugenia chequen
Desfontainia steyemarkii
Gaillardia glauca
Leucocoryne purpurea
Arenaria teretifolia
Tristagma leichtlinii
Hordeum chilense var. pseudosecalinum
Gymnogramma sinuata
Robinsonia thurifera
Deyeuxia brevifolia var. expansa
Loasa bridgesii
Proustia cuneifolia var. integrifolia
Acaena alpina
Eriosyce senilis
Blechnum andicola
Loasa acanthifolia
Sphaeralcea berteroana
Polypodium transluscens
Cruckshanksia paradoxa
Luciliocline piptolepis
